NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
ZNF681	2	Zfp457:Zfp595	
ACAP3	1	Acap3	
ACAP2	1	Acap2	
ACAP1	1	Acap1	
ZNF679	1	Zfp459	
UTRN	1	Utrn	
KPNB1	1	Kpnb1	
ZNF672	1	Zfp672	
ZNF670	4	Zfp866:Zfp869:Zfp868:Zfp870	
TSACC	1	Tsacc	
PEF1	1	Pef1	
STK39	1	Stk39	
THADA	1	Thada	
FHIT	1	Fhit	
ACAT2	1	Acat2	
ACAT1	1	Acat1	
STK35	1	Stk35	
STK36	1	Stk36	
STK38	1	Stk38	
ZNF668	1	Zfp668	
ZNF667	1	Zfp667	
ZNF664	1	Zfp664	
SRD5A1	1	Srd5a1	
SRD5A3	1	Srd5a3	
EEF2	1	Eef2	
STK24	1	Stk24	
STK25	1	Stk25	
STK26	1	Stk26	
ZNF655	1	Zfp655	
ZNF654	1	Zfp654	
ZNF653	1	Zfp653	
ZNF652	1	Zfp652	
POMT2	1	Pomt2	
POMT1	1	Pomt1	
FHL1	1	Fhl1	
FHL2	1	Fhl2	
FHL3	1	Fhl3	
NRARP	1	Nrarp	
SUMO1	1	Sumo1	
CAPZB	1	Capzb	
SUMO3	1	Sumo3	
SUMO2	1	Sumo2	
ZNF646	1	Zfp646	
ZNF644	1	Zfp644	
TNFSF12-TNFSF13	1	Tnfsfm13	
OVGP1	1	Ovgp1	
DBF4	1	Dbf4	
NSMCE4A	1	Nsmce4a	
ZNF639	1	Zfp639	
ZNF638	1	Zfp638	
C2orf80	1	D630023F18Rik	
C2orf88	1	1700019D03Rik	
ZNF629	1	Zfp629	
ZNF628	1	Zfp628	
CDC37L1	1	Cdc37l1	
ZNF624	1	Zfp26	
ZNF623	1	Zfp623	
ZNF622	1	Zfp622	
TMPPE	1	Tmppe	
SNRK	1	Snrk	
C2orf76	1	3110009E18Rik	
LPGAT1	1	Lpgat1	
OGFOD3	1	Ogfod3	
C2orf69	1	1700066M21Rik	
C2orf68	1	0610030E20Rik	
OGFOD1	1	Ogfod1	
ZNF726	1	Zfp712	
OGFOD2	1	Ogfod2	
ZNF721	2	Zfp759:Zfp748	
PELO	1	Pelo	
ARMT1	1	Armt1	
PHYKPL	1	Phykpl	
SCAF11	1	Scaf11	
C2orf50	1	2410004P03Rik	
FNDC7	1	Fndc7	
THAP2	1	Thap2	
THAP1	1	Thap1	
THAP4	1	Thap4	
FNDC5	1	Fndc5	
THAP3	1	Thap3	
FNDC4	1	Fndc4	
FNDC1	1	Fndc1	
THAP7	1	Thap7	
TAGLN2	1	Tagln2	
ZNF710	1	Zfp710	
TAGLN3	1	Tagln3	
OBI1	1	Rnf219	
CRACD	1	C530008M17Rik	
CAPSL	1	Capsl	
APH1A	1	Aph1a	
SNX3	1	Snx3	
SNX4	1	Snx4	
COMMD8	1	Commd8	
SNX1	1	Snx1	
COMMD9	1	Commd9	
APH1B	2	Aph1b:Aph1c	
ZNF707	1	Zfp707	
SNX2	1	Snx2	
ZNF706	1	Zfp706	
ZNF704	1	Zfp704	
PENK	1	Penk	
C2orf42	1	C87436	
ZNF703	1	Zfp703	
SNX9	1	Snx9	
C2orf49	1	AI597479	
SNX7	1	Snx7	
SNX8	1	Snx8	
SNX5	1	Snx5	
SNX6	1	Snx6	
INTS1	1	Ints1	
CRADD	1	Cradd	
INTS3	1	Ints3	
INTS2	1	Ints2	
SNW1	1	Snw1	
TASOR2	1	Tasor2	
INTS5	1	Ints5	
INTS4	1	Ints4	
PEMT	1	Pemt	
INTS7	1	Ints7	
INTS6	1	Ints6	
INTS9	1	Ints9	
INTS8	1	Ints8	
TMEM151A	1	Tmem151a	
CCDC122	1	Ccdc122	
CCDC121	2	Gm6583:4930548H24Rik	
CCDC120	1	Ccdc120	
TMEM151B	1	Tmem151b	
CCDC127	1	Ccdc127	
CCDC126	1	Ccdc126	
CCDC125	1	Ccdc125	
CCDC124	1	Ccdc124	
PEPD	1	Pepd	
ACADL	1	Acadl	
ACADM	1	Acadm	
ACADS	1	Acads	
ACAD8	1	Acad8	
CCDC112	1	Ccdc112	
TMEM150B	1	Tmem150b	
TMEM150A	1	Tmem150a	
DBNL	1	Dbnl	
CCDC115	1	Ccdc115	
ACAD9	1	Acad9	
MINK1	1	Mink1	
COMMD2	1	Commd2	
COMMD3	1	Commd3	
CCDC117	1	Ccdc117	
COMMD1	1	Commd1	
COMMD6	1	Commd6	
COMMD7	1	Commd7	
TMEM150C	1	Tmem150c	
COMMD4	1	Commd4	
COMMD5	1	Commd5	
CSDE1	1	Csde1	
KXD1	1	Kxd1	
STK40	1	Stk40	
DBN1	1	Dbn1	
SATB1	1	Satb1	
SATB2	1	Satb2	
CCDC103	1	Ccdc103	
DOT1L	1	Dot1l	
HEATR1	1	Heatr1	
CCDC107	1	Ccdc107	
MALSU1	1	Malsu1	
CCDC106	1	Ccdc106	
SERTAD3	1	Sertad3	
SERTAD1	1	Sertad1	
SERTAD2	1	Sertad2	
PERP	1	Perp	
PES1	1	Pes1	
HEATR3	1	Heatr3	
HEATR6	1	Heatr6	
PER2	1	Per2	
ALDH4A1	1	Aldh4a1	
PER1	1	Per1	
GFI1B	1	Gfi1b	
PER3	1	Per3	
CMSS1	1	Cmss1	
ESYT3	1	Esyt3	
ESYT2	1	Esyt2	
ESYT1	1	Esyt1	
CCDC167	1	Ccdc167	
CCDC166	1	Ccdc166	
DBR1	1	Dbr1	
ACAA2	1	Acaa2	
CCDC169	1	Ccdc169	
CCDC168	1	Gm8251	
CAPN9	1	Capn9	
CAPN7	1	Capn7	
CAPN5	1	Capn5	
CAPN2	1	Capn2	
CAPN3	1	Capn3	
CAPN1	1	Capn1	
CCDC163	1	Ccdc163	
ARHGEF40	1	Arhgef40	
ACAA1	1	Acaa1a	
ZBP1	1	Zbp1	
EOMES	1	Eomes	
CCDC159	1	Ccdc159	
CCDC158	1	Ccdc158	
CCDC157	1	Ccdc157	
PCOLCE	1	Pcolce	
TANC2	1	Tanc2	
TANC1	1	Tanc1	
CCDC152	1	Ccdc152	
CCDC142	1	Ccdc142	
ARHGEF26	1	Arhgef26	
CCDC149	1	Ccdc149	
ARHGEF25	1	Arhgef25	
CCDC146	1	Ccdc146	
ACACB	1	Acacb	
ACACA	1	Acaca	
TRDC	1	Trdc	
CCDC141	1	Ccdc141	
CCDC134	1	Ccdc134	
ARHGEF33	1	Arhgef33	
CCDC138	1	Ccdc138	
ARHGEF37	1	Arhgef37	
CCDC137	1	Ccdc137	
ARHGEF39	1	Arhgef39	
DNPH1	1	Dnph1	
ZNF385C	1	Zfp385c	
HORMAD1	1	Hormad1	
ARMH3	1	Armh3	
ZNF385A	1	Zfp385a	
ARHGEF11	1	Arhgef11	
BCKDHA	1	Bckdha	
KRT222	1	Krt222	
ARHGEF10	1	Arhgef10	
ARHGEF12	1	Arhgef12	
ARHGEF15	1	Arhgef15	
ARHGEF17	1	Arhgef17	
BCKDHB	1	Bckdhb	
ARHGEF18	2	Arhgef18:A430078G23Rik	
PEX2	1	Pex2	
PEX1	1	Pex1	
GPCPD1	1	Gpcpd1	
PEX7	1	Pex7	
IRF3	1	Irf3	
PEX3	1	Pex3	
IRF4	1	Irf4	
IRF1	1	Irf1	
PEX6	1	Pex6	
PEX5	1	Pex5	
IRF2	1	Irf2	
IRF7	1	Irf7	
CCDC192	1	Ccdc192	
BLVRB	1	Blvrb	
IRF8	1	Irf8	
CCDC191	1	Ccdc191	
IRF5	1	Irf5	
IRF6	1	Irf6	
BLVRA	1	Blvra	
IRF9	1	Irf9	
CCDC189	1	Ccdc189	
CCDC186	1	Ccdc186	
DNPEP	1	Dnpep	
MARVELD2	1	Marveld2	
MARVELD1	1	Marveld1	
DCDC2B	1	Dcdc2b	
KLRC4-KLRK1	1	Klrk1	
CCDC181	1	Ccdc181	
CCDC180	1	Ccdc180	
CCDC184	1	Ccdc184	
IRGC	1	Irgc1	
SOD2	1	Sod2	
SOD3	1	Sod3	
IRGM	2	Irgm1:Igtp	
NCBP2AS2	1	0610012G03Rik	
SOD1	1	Sod1	
IRGQ	1	Irgq	
EEPD1	1	Eepd1	
GOLPH3	1	Golph3	
GLB1	1	Glb1	
BRMS1L	1	Brms1l	
CCDC170	1	Ccdc170	
FAM98C	1	Fam98c	
RANGRF	1	Rangrf	
FAM98B	1	Fam98b	
FAM98A	1	Fam98a	
CCDC174	1	Ccdc174	
CCDC173	1	Ccdc173	
CCDC171	1	Ccdc171	
TRIR	1	Trir	
TRIO	1	Trio	
GLDC	1	Gldc	
FNBP1L	1	Fnbp1l	
H2AC18	1	Hist2h2aa1	
GLE1	1	Gle1	
MILR1	1	Milr1	
CREB3L3	1	Creb3l3	
CREB3L4	1	Creb3l4	
CREB3L1	1	Creb3l1	
CREB3L2	1	Creb3l2	
PIP4K2A	1	Pip4k2a	
MS4A14	1	Ms4a14	
PIP4K2B	1	Pip4k2b	
PIP4K2C	1	Pip4k2c	
JUNB	1	Junb	
NHLRC3	1	Nhlrc3	
PIH1D1	1	Pih1d1	
GLCE	1	Glce	
SARNP	1	Sarnp	
PIH1D2	1	Pih1d2	
NHLRC1	1	Nhlrc1	
NHLRC2	1	Nhlrc2	
FICD	1	Ficd	
SRCAP	1	Srcap	
GLG1	1	Glg1	
CRACR2A	1	Cracr2a	
PPP4C	1	Ppp4c	
CRACR2B	1	Cracr2b	
PLCG2	1	Plcg2	
PLCG1	1	Plcg1	
NR2C2AP	1	Nr2c2ap	
JUND	1	Jund	
SLC6A6	1	Slc6a6	
FIBP	1	Fibp	
PPP5C	1	Ppp5c	
SLC6A8	1	Slc6a8	
SLC6A9	1	Slc6a9	
GIPC3	1	Gipc3	
H2AC20	1	Hist2h2ac	
GIPC1	1	Gipc1	
H2AC21	1	Hist2h2ab	
TRMU	1	Trmu	
TGFB1I1	1	Tgfb1i1	
TRMO	1	Trmo	
SLC6A2	1	Slc6a2	
PFAS	1	Pfas	
SLC6A4	1	Slc6a4	
MS4A4A	4	Ms4a4c:Ms4a4d:Ms4a4a:Ms4a4b	
IMPA1	1	Impa1	
IMPA2	1	Impa2	
RIOK2	1	Riok2	
RIOK1	1	Riok1	
FMC1-LUC7L2	1	Fmc1	
FCER2	1	Fcer2a	
MS4A6A	2	Ms4a6d:Ms4a6b	
RIPPLY3	1	Ripply3	
PLCB3	1	Plcb3	
PLCB4	1	Plcb4	
PLCB1	1	Plcb1	
PLCB2	1	Plcb2	
ZNF598	1	Zfp598	
ZNF597	1	Zfp597	
ZNF593	1	Zfp593	
ZNF592	1	Zfp592	
PACC1	1	Tmem206	
FAM71F2	1	Fam71f2	
MIPOL1	1	Mipol1	
ZNF583	1	Zfp583	
ZNF580	1	Zfp580	
RIOK3	1	Riok3	
CARD9	1	Card9	
LAPTM5	1	Laptm5	
CARD6	1	Card6	
TTC9C	1	Ttc9c	
SULF1	1	Sulf1	
FAM71E1	1	Fam71e1	
LRPPRC	1	Lrpprc	
SULF2	1	Sulf2	
FIG4	1	Fig4	
RLIM	1	Rlim	
SARM1	1	Sarm1	
ZNF579	1	Zfp579	
FILIP1	1	Filip1	
SLC28A2	2	Gm14085:Slc28a2	
PLCD3	1	Plcd3	
PLCD4	1	Plcd4	
ZNF575	1	Zfp575	
PLCD1	1	Plcd1	
ZNF574	1	Zfp574	
PHLDB1	1	Phldb1	
CSF3R	1	Csf3r	
IRS1	1	Irs1	
YEATS4	1	Yeats4	
IRS2	1	Irs2	
METRNL	1	Metrnl	
ZNF569	1	Zfp74	
ZNF568	1	Zfp568	
ZNF566	1	Zfp566	
PHLDA2	1	Phlda2	
PHLDA1	1	Phlda1	
PHLDA3	1	Phlda3	
PNISR	1	Pnisr	
SLC15A2	1	Slc15a2	
ENKUR	1	Enkur	
KIAA1614	1	BC034090	
STIM1	1	Stim1	
STIM2	1	Stim2	
ZNF558	1	Zfp558	
PHLDB3	1	Phldb3	
PHLDB2	1	Phldb2	
GLYR1	1	Glyr1	
ZNF551	1	Zfp551	
CSF1R	1	Csf1r	
GLO1	1	Glo1	
PHF21A	1	Phf21a	
PHF21B	1	Phf21b	
STIP1	1	Stip1	
SLC15A3	1	Slc15a3	
SLC15A4	1	Slc15a4	
IMPG1	1	Impg1	
IMPG2	1	Impg2	
GLMN	1	Glmn	
CYBRD1	1	Cybrd1	
GLMP	1	Glmp	
HOPX	1	Hopx	
CHERP	1	Cherp	
RIOX1	1	Riox1	
YEATS2	1	Yeats2	
RIOX2	1	Riox2	
ZNF536	1	Zfp536	
SPIRE1	1	Spire1	
EFHB	1	Efhb	
ZNF532	1	Zfp532	
KIAA1671	1	2900026A02Rik	
C19orf67	1	1700067K01Rik	
PPP6C	1	Ppp6c	
SART1	1	Sart1	
INSL6	1	Insl6	
SART3	1	Sart3	
GM2A	1	Gm2a	
ZNF526	1	Zfp526	
ZNF524	1	Zfp524	
INSL5	1	Insl5	
C19orf71	1	4930404N11Rik	
SORD	1	Sord	
SARS1	1	Sars	
SARS2	1	Sars2	
ZNF516	1	Zfp516	
ZNF513	1	Zfp513	
ZNF512	1	Zfp512	
SMPDL3B	1	Smpdl3b	
ZNF511	1	Zfp511	
SOS1	1	Sos1	
SMPDL3A	1	Smpdl3a	
SOS2	1	Sos2	
C19orf81	1	1700008O03Rik	
GLS2	1	Gls2	
GLRX	1	Glrx	
ZNF507	1	Zfp507	
ZNF503	1	Zfp503	
IRX1	1	Irx1	
IRX2	1	Irx2	
IRX5	1	Irx5	
PLCL1	1	Plcl1	
EFL1	1	Efl1	
IRX3	1	Irx3	
PLCL2	1	Plcl2	
CUL4A	1	Cul4a	
RPGRIP1	1	Rpgrip1	
MARCKS	1	Marcks	
PFKL	1	Pfkl	
INSM1	1	Insm1	
PFKM	1	Pfkm	
PFKP	1	Pfkp	
CUL4B	1	Cul4b	
GLTP	1	Gltp	
ARL6IP1	1	Arl6ip1	
C19orf25	1	2310011J03Rik	
LRMDA	1	Lrmda	
EDNRA	1	Ednra	
ZNF609	1	Zfp609	
EDNRB	1	Ednrb	
ZNF608	1	Zfp608	
RUSC2	1	Rusc2	
RUSC1	1	Rusc1	
ZNF606	1	Zfp606	
ZNF605	1	Zfp605	
CHEK2	1	Chek2	
CHEK1	1	Chek1	
ARL6IP5	1	Arl6ip5	
ARL6IP4	1	Arl6ip4	
SOX9	1	Sox9	
GLUL	1	Glul	
SOX7	1	Sox7	
SOX4	1	Sox4	
ARL6IP6	1	Arl6ip6	
SOX5	1	Sox5	
JMJD4	1	Jmjd4	
RECQL	1	Recql	
C19orf38	1	AB124611	
JMJD7	1	Jmjd7	
C19orf33	1	2200002D01Rik	
JMJD8	1	Jmjd8	
JMJD6	1	Jmjd6	
PFN4	1	Pfn4	
TTLL12	1	Ttll12	
PFN1	1	Pfn1	
PFN2	1	Pfn2	
TMEM161B	1	Tmem161b	
TMEM161A	1	Tmem161a	
C19orf48	1	2410002F23Rik	
C19orf44	1	1700030K09Rik	
C19orf47	1	2310022A10Rik	
FIS1	1	Fis1	
CARMIL1	1	Carmil1	
C19orf54	1	BC024978	
CARMIL2	1	Carmil2	
C19orf53	1	D8Ertd738e	
SS18L1	1	Ss18l1	
SS18L2	1	Ss18l2	
ZWINT	1	Zwint	
OCLN	1	Ocln	
CREBRF	1	Crebrf	
CC2D1A	1	Cc2d1a	
CC2D1B	1	Cc2d1b	
CCHCR1	1	Cchcr1	
CC2D2A	1	Cc2d2a	
CC2D2B	1	Cc2d2b	
TOMM70	1	Tomm70a	
PACS2	1	Pacs2	
PACS1	1	Pacs1	
DCP2	1	Dcp2	
TOMM40	1	Tomm40	
ARNTL	1	Arntl	
DCPS	1	Dcps	
CA11	1	Car11	
KRT10	1	Krt10	
C19orf12	1	1600014C10Rik	
KRT19	1	Krt19	
KRT18	1	Krt18	
TRIP10	1	Trip10	
TRIP11	1	Trip11	
TRIP12	1	Trip12	
TRIP13	1	Trip13	
NUCKS1	1	Nucks1	
TOMM20	1	Tomm20	
TOMM22	1	Tomm22	
MALRD1	1	Malrd1	
CMTR1	1	Cmtr1	
CA14	1	Car14	
CMTR2	1	Cmtr2	
CA13	1	Car13	
TOMM34	1	Tomm34	
KRT79	1	Krt79	
TSC2	1	Tsc2	
TSC1	1	Tsc1	
OCRL	1	Ocrl	
DCTD	1	Dctd	
ALDH3A2	1	Aldh3a2	
FIZ1	1	Fiz1	
ISCU	1	Iscu	
HPCA	1	Hpca	
COBLL1	1	Cobll1	
ALDH3B1	1	Aldh3b1	
RIPK1	1	Ripk1	
ANKZF1	1	Ankzf1	
ENKD1	1	Enkd1	
BTNL9	1	Btnl9	
ACBD6	1	Acbd6	
ACBD5	1	Acbd5	
ACBD4	1	Acbd4	
BTNL3	1	Btnl1	
BTNL2	1	Btnl2	
MRGBP	1	Mrgbp	
ACBD3	1	Acbd3	
CREBZF	1	Crebzf	
SCYL3	1	Scyl3	
THA1P	1	Tha1	
HPF1	1	Hpf1	
CA5B	1	Car5b	
KYNU	1	Kynu	
NAPRT	1	Naprt	
SPEG	1	Speg	
SCYL2	1	Scyl2	
SCYL1	1	Scyl1	
TSFM	1	Tsfm	
JAGN1	1	Jagn1	
DCXR	1	Dcxr	
RUSF1	1	BC017158	
HSH2D	1	Hsh2d	
PXYLP1	1	Pxylp1	
LUC7L3	1	Luc7l3	
ITGB3BP	1	Itgb3bp	
LUC7L2	1	Luc7l2	
SASH3	1	Sash3	
KRT80	1	Krt80	
HPGD	1	Hpgd	
TUFT1	1	Tuft1	
SPG7	1	Spg7	
U2AF1L4	1	U2af1l4	
KRT83	1	Krt83	
GMDS	1	Gmds	
SASH1	1	Sash1	
SPEN	1	Spen	
CMTM7	1	Cmtm7	
CMTM8	1	Cmtm8	
CMTM3	1	Cmtm3	
CMTM4	1	Cmtm4	
CMTM6	1	Cmtm6	
PDE4DIP	1	Pde4dip	
OOSP1	1	Oosp1	
GDAP2	1	Gdap2	
TICRR	1	Ticrr	
RMC1	1	Rmc1	
LRRC14B	1	Lrrc14b	
SPI1	1	Spi1	
GMFB	1	Gmfb	
GMFG	1	Gmfg	
ISM1	1	Ism1	
TSKU	1	Tsku	
SPIB	1	Spib	
SPIC	1	Spic	
KIAA1109	1	4932438A13Rik	
RAVER1	1	Gm38431	
RAVER2	1	Raver2	
MTERF1	2	Mterf1a:Mterf1b	
MLYCD	1	Mlycd	
GTSE1	1	Gtse1	
ARPIN	1	Arpin	
TMEM126A	1	Tmem126a	
TMEM126B	1	Tmem126b	
GTSF1	1	Gtsf1	
NLRX1	1	Nlrx1	
BAZ2A	1	Baz2a	
BAZ2B	1	Baz2b	
PLA2G6	1	Pla2g6	
PLA2G7	1	Pla2g7	
RHOT2	1	Rhot2	
RHOT1	1	Rhot1	
AFMID	1	Afmid	
PRELID3A	1	Prelid3a	
PRELID3B	1	Prelid3b	
MTERF3	1	Mterf3	
TSLP	1	Tslp	
MTERF2	1	Mterf2	
MTERF4	1	Mterf4	
CYP4F3	1	Cyp4f18	
CYP4F8	1	Cyp4f16	
ZNF496	1	Zkscan17	
ANXA8L1	1	Anxa8	
MED19	1	Med19	
MED16	1	Med16	
OSBPL11	1	Osbpl11	
MED15	1	Med15	
MED18	1	Med18	
DDA1	1	Dda1	
MED17	1	Med17	
OSBPL10	1	Osbpl10	
MECP2	1	Mecp2	
MED12	1	Med12	
MED11	1	Med11	
MED14	1	Med14	
MED13	1	Med13	
TIFAB	1	Tifab	
MECOM	1	Mecom	
MED10	1	Med10	
TSPO	1	Tspo	
ZNF487	1	A430033K04Rik	
RMI2	1	Rmi2	
CNOT6L	1	Cnot6l	
RMI1	1	Rmi1	
KIAA1143	1	1110059G10Rik	
JOSD2	1	Josd2	
BAZ1A	1	Baz1a	
MED27	1	Med27	
BAZ1B	1	Baz1b	
GMIP	1	Gmip	
JOSD1	1	Josd1	
MED26	1	Med26	
MED29	1	Med29	
PGM2L1	1	Pgm2l1	
DDB2	1	Ddb2	
MED28	1	Med28	
MED23	1	Med23	
DDB1	1	Ddb1	
MED22	1	Med22	
MED25	1	Med25	
MED24	1	Med24	
INCENP	1	Incenp	
MED21	1	Med21	
MED20	1	Med20	
ZSWIM1	1	Zswim1	
ZNF473	1	Zfp473	
ODC1	1	Odc1	
TSR3	1	Tsr3	
EGFR	1	Egfr	
SPP1	1	Spp1	
ZSWIM8	1	Zswim8	
SPOP	1	Spop	
ZSWIM9	1	Zswim9	
ZSWIM7	1	Zswim7	
ZNF467	1	Zfp467	
ZSWIM4	1	Zswim4	
ZSWIM5	1	Zswim5	
ZSWIM3	1	Zswim3	
NUDT22	1	Nudt22	
NUDT21	1	Nudt21	
ABCB10	1	Abcb10	
TAOK3	1	Taok3	
SLCO3A1	1	Slco3a1	
TAOK1	1	Taok1	
TAOK2	1	Taok2	
TSR2	1	Tsr2	
TSR1	1	Tsr1	
ZNF451	1	Zfp451	
OLFML2B	1	Olfml2b	
NAB1	1	Nab1	
NAB2	1	Nab2	
GMNN	1	Gmnn	
MPV17L2	1	Mpv17l2	
CASC3	1	Casc3	
OLFML2A	1	Olfml2a	
ZNF449	1	Zfp449	
NUDT19	1	Nudt19	
NUDT18	1	Nudt18	
NUDT17	1	Nudt17	
ZNF446	1	Zfp446	
NUDT16	1	Nudt16	
NUDT15	1	Nudt15	
ZNF445	1	Zfp445	
MTPAP	1	Mtpap	
ZNF444	1	Zfp444	
NUDT14	1	Nudt14	
NUDT13	1	Nudt13	
NUDT12	1	Nudt12	
IST1	1	Ist1	
ZCRB1	1	Zcrb1	
CASD1	1	Casd1	
NAAA	1	Naaa	
ZNF438	1	Zfp438	
ZNF436	1	Zfp46	
PLA2R1	1	Pla2r1	
SMYD5	1	Smyd5	
TMEM121B	1	Tmem121b	
GMPS	1	Gmps	
SPATA1	1	Spata1	
SPATA2	1	Spata2	
GMPR	1	Gmpr	
SPATA5	1	Spata5	
SPATA6	1	Spata6	
SPATA7	1	Spata7	
MED30	1	Med30	
ZNF429	10	Rsl1:Zfp429:Zfp874b:Zfp874a:Zfp58:Zfp456:Rslcan18:Zfp455:Zfp87:Zfp72	
ZNF428	1	Zfp428	
MED31	1	Med31	
SMYD2	1	Smyd2	
PGK1	1	Pgk1	
SMYD1	1	Smyd1	
ZNF426	1	Zfp426	
SMYD4	1	Smyd4	
BRIX1	1	Brix1	
SMYD3	1	Smyd3	
NAE1	1	Nae1	
NADK	1	Nadk	
ZNF420	1	Zfp420	
TMEM120B	1	Tmem120b	
ODF2	1	Odf2	
TMEM120A	1	Tmem120a	
HPS1	1	Hps1	
HPS4	1	Hps4	
HPS3	1	Hps3	
RABL2B	1	Rabl2	
HPS6	1	Hps6	
ARPC5	1	Arpc5	
HPS5	1	Hps5	
ARPC2	1	Arpc2	
ARPC3	1	Arpc3	
ZNF419	2	Zfp954:Zfp772	
NACA	1	Naca	
ZNF416	1	Zfp418	
ZNF414	1	Zfp414	
HPSE	1	Hpse	
OSBPL1A	1	Osbpl1a	
ZNF410	1	Zfp410	
ITGB1	1	Itgb1	
MIPEP	1	Mipep	
GPR89A	1	Gpr89	
CIITA	1	Ciita	
ITGAM	2	Itgam:Gm49368	
NUMA1	1	Numa1	
ITGB5	1	Itgb5	
ITGB4	1	Itgb4	
ITGB3	1	Itgb3	
ITGB2	2	Itgb2l:Itgb2	
ITGAE	1	Itgae	
ITGAL	1	Itgal	
ZNRD2	1	Sssca1	
ZNF408	1	Zfp408	
DDI2	1	Ddi2	
ZNF407	1	Zfp407	
ITGAX	1	Itgax	
PGM3	1	Pgm3	
PGM2	1	Pgm2	
ITGB8	1	Itgb8	
ITGAV	1	Itgav	
ITGB7	1	Itgb7	
PGM5	1	Pgm5	
PGLS	1	Pgls	
YAF2	1	Yaf2	
PGM1	1	Pgm1	
ITGA4	1	Itga4	
TMEM255A	1	Tmem255a	
ITGA3	1	Itga3	
ITGA2	1	Itga2	
ITGA1	1	Itga1	
AHSA1	1	Ahsa1	
TFIP11	1	Tfip11	
SPTB	1	Sptb	
ADORA2A	1	Adora2a	
RRM2B	1	Rrm2b	
ADORA2B	1	Adora2b	
ITGA8	1	Itga8	
ITGA7	1	Itga7	
ITGA6	1	Itga6	
NAF1	1	Naf1	
ITGA5	1	Itga5	
YAE1	1	Yae1d1	
ITGA9	1	Itga9	
BECN1	1	Becn1	
ROCK1	1	Rock1	
ROCK2	1	Rock2	
FOXRED1	1	Foxred1	
ZNRF1	1	Znrf1	
FOXRED2	1	Foxred2	
ZNRF2	1	Znrf2	
ZNRF3	1	Znrf3	
CCDC85C	1	Ccdc85c	
CCDC85B	1	Ccdc85b	
CCDC85A	1	Ccdc85a	
FEM1C	1	Fem1c	
FEM1A	2	4931440F15Rik:Fem1a	
FEM1B	1	Fem1b	
CYP4B1	1	Cyp4b1	
NAGA	1	Naga	
NAGK	1	Nagk	
POU2AF1	1	Pou2af1	
LDLRAD1	1	Ldlrad1	
LDLRAD3	1	Ldlrad3	
LDLRAD4	1	Ldlrad4	
CCDC102A	1	Ccdc102a	
SNRPD2	1	Snrpd2	
SNRPD1	1	Snrpd1	
SNRPD3	1	Snrpd3	
SPA17	1	Spa17	
TBC1D22A	1	Tbc1d22a	
TBC1D22B	1	Tbc1d22b	
UNC93A	1	Unc93a2	
FAM76B	1	Fam76b	
FAM76A	1	Fam76a	
NAIP	4	Naip2:Naip5:Naip6:Naip1	
GGNBP1	1	Ggnbp1	
NUMBL	1	Numbl	
TBC1D9B	1	Tbc1d9b	
GGNBP2	1	Ggnbp2	
GARRE1	1	4931406P16Rik	
GSPT2	1	Gspt2	
GSPT1	1	Gspt1	
SEC14L2	1	Sec14l2	
PGS1	1	Pgs1	
SEC14L3	1	Sec14l3	
BRIP1	1	Brip1	
SEC14L1	1	Sec14l1	
SEC14L4	1	Sec14l4	
TBC1D8B	1	Tbc1d8b	
EGR1	1	Egr1	
EGR2	1	Egr2	
EGR3	1	Egr3	
FAM78B	1	Fam78b	
EGR4	1	Egr4	
FAM78A	1	Fam78a	
EPRS1	1	Eprs	
CALY	1	Caly	
CALU	1	Calu	
CALR	1	Calr	
DDR1	1	Ddr1	
NAT10	1	Nat10	
NAT14	1	Nat14	
MEDAG	1	Medag	
NANP	1	Nanp	
MAP1LC3B	1	Map1lc3b	
ODR4	1	Odr4	
MAP1LC3A	1	Map1lc3a	
MIS18BP1	1	Mis18bp1	
CHAMP1	1	Champ1	
NANS	1	Nans	
CAMP	1	Camp	
HTATIP2	1	Htatip2	
CAP1	1	Cap1	
APOBEC1	1	Apobec1	
APOBEC2	1	Apobec2	
CANX	1	Canx	
MFGE8	1	Mfge8	
FJX1	1	Fjx1	
DDR2	1	Ddr2	
NAPA	1	Napa	
YAP1	1	Yap1	
NAPB	1	Napb	
GNAI3	1	Gnai3	
CAPG	1	Capg	
GNAI1	1	Gnai1	
NAPG	1	Napg	
GNAI2	1	Gnai2	
PNMA1	1	Pnma1	
EPS15	1	Eps15	
GABBR2	1	Gabbr2	
GABBR1	1	Gabbr1	
TTC1	1	Ttc1	
TTC9	1	Ttc9	
ITCH	1	Itch	
TTC8	1	Ttc8	
TTC5	1	Ttc5	
TTC4	1	Ttc4	
TTC3	1	Ttc3	
RTN4IP1	1	Rtn4ip1	
NARF	1	Narf	
MSMO1	1	Msmo1	
TTF2	1	Ttf2	
TTF1	1	Ttf1	
YARS1	1	Yars	
CARF	1	Carf	
YARS2	1	Yars2	
AKR7A2	1	Akr7a5	
TBC1D31	1	Tbc1d31	
TBC1D32	1	Tbc1d32	
TBC1D30	1	Tbc1d30	
CAST	1	Cast	
CASR	1	Casr	
IRAG1	1	Mrvi1	
CASK	1	Cask	
IRAG2	1	Lrmp	
TBC1D2B	1	Tbc1d2b	
CDKAL1	1	Cdkal1	
TBC1D20	1	Tbc1d20	
WDFY1	1	Wdfy1	
